label,area_filled,perimeter,axis_major_length,axis_minor_length,eccentricity,area,intensity_mean,intensity_max,intensity_min
1,109.0,37.65685424949238,13.629365239371191,10.512457410218103,0.6364603856338512,109.0,117.77981651376147,212.0,52.0
2,143.0,48.72792206135785,19.6767737487966,9.77867885096043,0.867770265621355,143.0,103.72727272727273,158.0,46.0
3,84.0,36.72792206135786,15.43101836645857,7.421959729948362,0.8767333968009052,84.0,98.75,220.0,49.0
4,173.0,48.970562748477136,18.13862032188627,12.703831131471226,0.7137753507959774,173.0,121.3757225433526,246.0,47.0
5,295.0,65.01219330881975,22.083029608596384,17.768505777368564,0.5937864877425361,295.0,98.07118644067796,194.0,53.0
6,281.0,62.2842712474619,20.72226502393676,17.61609184857258,0.5266139465508964,281.0,99.20284697508897,210.0,45.0
7,192.0,50.2842712474619,16.232099102112343,15.212708858797534,0.34879481807053386,192.0,93.95833333333333,153.0,48.0
8,267.0,60.8700576850888,22.952715208487387,14.882662509102678,0.7612953099391043,267.0,114.43820224719101,239.0,48.0
9,166.0,46.04163056034261,15.950426193095431,13.316820742242786,0.5504197392927053,166.0,82.2710843373494,177.0,51.0
10,70.0,33.69238815542512,14.634959535729871,6.398915740409109,0.8993473200662688,70.0,99.38571428571429,175.0,54.0
11,224.0,52.62741699796952,17.67548888718684,16.132194273834244,0.4086586445311588,224.0,112.78571428571429,175.0,53.0
12,335.0,66.2842712474619,21.423777112965976,20.01617893414562,0.3564945950824057,335.0,108.4089552238806,217.0,45.0
13,246.0,57.45584412271571,18.994251268256235,16.804701949972397,0.46611207197682836,246.0,97.26829268292683,178.0,49.0
14,78.0,37.31370849898476,16.90169111035597,6.257053666210887,0.928950953528843,78.0,80.8076923076923,127.0,54.0
15,279.0,61.11269837220809,20.365187827634994,17.81969691077528,0.48410893456136606,279.0,100.01075268817205,172.0,50.0
16,274.0,61.11269837220809,20.606157580940327,17.197391494785492,0.550893782221845,274.0,102.2919708029197,180.0,46.0
17,294.0,62.2842712474619,20.909980629312955,17.93970224048438,0.5137344459676589,294.0,105.63945578231292,179.0,45.0
18,263.0,63.49137802864845,19.42304121298573,17.701795807925375,0.4115631126705414,263.0,92.83269961977186,160.0,45.0
